State/Province,Proponent,VCS Project Status,Estimated Annual Emission Reductions,VCS Project Type,VCS Methodology,VCS Project Validator,Project Registration Date,Crediting Period Term,links,filename_raw,filename,updated_date,file_size,id
Rio Grande do Sul and Santa Catarina,Multiple Proponents,Registered,608686,Energy industries (renewable/non-renewable sources),ACM0002,Earthood Services Private Limited,06/04/2020,"CREDITING PERIOD HAS EXPIRED, 01/01/2006 - 31/12/2015",https://registry.verra.org/mymodule/ProjectDoc/Project_ViewFile.asp?FileID=100&IDKEY=s903q4jsafkasjfu90amnmasdfkaidflnmdf9348r09dmfasdf0137900,VCS_PD_V04.pdf,10_vcs_pd_v04.pdf,25/03/2009,0,10
Rio Grande do Sul and Santa Catarina,Multiple Proponents,Registered,608686,Energy industries (renewable/non-renewable sources),ACM0002,Earthood Services Private Limited,06/04/2020,"CREDITING PERIOD HAS EXPIRED, 01/01/2006 - 31/12/2015",https://registry.verra.org/mymodule/ProjectDoc/Project_ViewFile.asp?FileID=22430&IDKEY=9q934lkmsad39asjdkfj90qlkalsdkngaf98ulkandDfdvDdfhl30930970,BAESA VCS PD_CP Renewal_V03.pdf,10_baesa_vcs_pd_cp_renewal_v03.pdf,20/11/2017,1059021,10
Rio Grande do Sul and Santa Catarina,Multiple Proponents,Registered,608686,Energy industries (renewable/non-renewable sources),ACM0002,Earthood Services Private Limited,06/04/2020,"CREDITING PERIOD HAS EXPIRED, 01/01/2006 - 31/12/2015",https://registry.verra.org/mymodule/ProjectDoc/Project_ViewFile.asp?FileID=101&IDKEY=j98klasmf8jflkasf8098afnasfkj98f0a9sfsakjflsakjf8dk139279,PPRR for Grandparenting.pdf,10_pprr_for_grandparenting.pdf,25/03/2009,0,10
Rio Grande do Sul and Santa Catarina,Multiple Proponents,Registered,608686,Energy industries (renewable/non-renewable sources),ACM0002,Earthood Services Private Limited,06/04/2020,"CREDITING PERIOD HAS EXPIRED, 01/01/2006 - 31/12/2015",https://registry.verra.org/mymodule/ProjectDoc/Project_ViewFile.asp?FileID=60206&IDKEY=4iofj09234rm9oq4jndsma80vcalksdjf98cxkjaf90823nmq3883024074,Registration Representation V2 Signed (1).pdf,10_registration_representation_v2_signed_(1).pdf,21/01/2022,0,10
Rio Grande do Sul and Santa Catarina,Multiple Proponents,Registered,608686,Energy industries (renewable/non-renewable sources),ACM0002,Earthood Services Private Limited,06/04/2020,"CREDITING PERIOD HAS EXPIRED, 01/01/2006 - 31/12/2015",https://registry.verra.org/mymodule/ProjectDoc/Project_ViewFile.asp?FileID=102&IDKEY=kkjalskjf098234kj28098sfkjlf098098kl32lasjdflkj909l140658,VCS Validation Report - BAESA -VERSION 3.pdf,10_vcs_validation_report_-_baesa_-version_3.pdf,25/03/2009,0,10
Rio Grande do Sul and Santa Catarina,Multiple Proponents,Registered,608686,Energy industries (renewable/non-renewable sources),ACM0002,Earthood Services Private Limited,06/04/2020,"CREDITING PERIOD HAS EXPIRED, 01/01/2006 - 31/12/2015",https://registry.verra.org/mymodule/ProjectDoc/Project_ViewFile.asp?FileID=22431&IDKEY=j8723kjnf7kjandsaslmdv09887vaksmrmnwqkjoiuanfnfuq0j30932349,Final Validation Report.pdf,10_final_validation_report.pdf,20/11/2017,0,10
Rio Grande do Sul and Santa Catarina,Multiple Proponents,Registered,608686,Energy industries (renewable/non-renewable sources),ACM0002,Earthood Services Private Limited,06/04/2020,"CREDITING PERIOD HAS EXPIRED, 01/01/2006 - 31/12/2015",https://registry.verra.org/mymodule/ProjectDoc/Project_ViewFile.asp?FileID=103&IDKEY=llksjoiuwqowrnoiuomnckjashoufifmln902309ksdflku098o142037,VCS Validation Statement Template.pdf,10_vcs_validation_statement_template.pdf,25/03/2009,0,10
Rio Grande do Sul and Santa Catarina,Multiple Proponents,Registered,608686,Energy industries (renewable/non-renewable sources),ACM0002,Earthood Services Private Limited,06/04/2020,"CREDITING PERIOD HAS EXPIRED, 01/01/2006 - 31/12/2015",https://registry.verra.org/mymodule/ProjectDoc/Project_ViewFile.asp?FileID=22432&IDKEY=niquwesdfmnk0iei23nnm435oiojnc909dsflk9809adlkmlkf830933728,VCS Validation Representation v3.3.pdf,10_vcs_validation_representation_v3.3.pdf,20/11/2017,0,10
Sichuan Province,"Neijiang Xingming Energy Co., Ltd.",Registered,183021,Energy industries (renewable/non-renewable sources),ACM0002,Det Norske Veritas Climate Change Services AS (DNV),06/04/2020,"3rd, 01/01/2021 - 31/12/2027",https://registry.verra.org/mymodule/ProjectDoc/Project_ViewFile.asp?FileID=122&IDKEY=0097809fdslkjf09rndasfufd098asodfjlkduf09nm23mrn87d168238,Chuanwei CDM PDD.pdf,12_chuanwei_cdm_pdd.pdf,30/03/2009,663050,12
Sichuan Province,"Neijiang Xingming Energy Co., Ltd.",Registered,183021,Energy industries (renewable/non-renewable sources),ACM0002,Det Norske Veritas Climate Change Services AS (DNV),06/04/2020,"3rd, 01/01/2021 - 31/12/2027",https://registry.verra.org/mymodule/ProjectDoc/Project_ViewFile.asp?FileID=126&IDKEY=4iquwesdfmnk0iei23nnm435oiojnc909dsflk9809adlkmlkfn173754,PPRR for Grandparenting.pdf,12_pprr_for_grandparenting.pdf,30/03/2009,0,12
Sichuan Province,"Neijiang Xingming Energy Co., Ltd.",Registered,183021,Energy industries (renewable/non-renewable sources),ACM0002,Det Norske Veritas Climate Change Services AS (DNV),06/04/2020,"3rd, 01/01/2021 - 31/12/2027",https://registry.verra.org/mymodule/ProjectDoc/Project_ViewFile.asp?FileID=120&IDKEY=fkjalskjf098234kj28098sfkjlf098098kl32lasjdflkj909s165480,Chuanwei CDM Validation Report.pdf,12_chuanwei_cdm_validation_report.pdf,30/03/2009,0,12
Sichuan Province,"Neijiang Xingming Energy Co., Ltd.",Registered,183021,Energy industries (renewable/non-renewable sources),ACM0002,Det Norske Veritas Climate Change Services AS (DNV),06/04/2020,"3rd, 01/01/2021 - 31/12/2027",https://registry.verra.org/mymodule/ProjectDoc/Project_ViewFile.asp?FileID=123&IDKEY=j0e98hfalksuf098fnsdalfkjfoijmn4309JLKJFjlaksjfla9f169617,VER_Verification Report-Chuanwei WG 24MW_Approved (1).pdf,12_ver_verification_report-chuanwei_wg_24mw_approved_(1).pdf,30/03/2009,0,12
Gansu,"Hydrochina Guazhou Wind Power Co., Ltd",Registered,316041,Energy industries (renewable/non-renewable sources),ACM0002,"LGAI Technological Center, S.A. (Applus+)",12/04/2013,"CREDITING PERIOD HAS EXPIRED, 03/01/2011 - 02/01/2021",https://registry.verra.org/mymodule/ProjectDoc/Project_ViewFile.asp?FileID=9542&IDKEY=n8723kjnf7kjandsaslmdv09887vaksmrmnwqkjoiuanfnfuq0q13158418,VCS PD_Beidaqiao_4254.pdf,1037_vcs_pd_beidaqiao_4254.pdf,19/03/2013,0,1037
Gansu,"Hydrochina Guazhou Wind Power Co., Ltd",Registered,316041,Energy industries (renewable/non-renewable sources),ACM0002,"LGAI Technological Center, S.A. (Applus+)",12/04/2013,"CREDITING PERIOD HAS EXPIRED, 03/01/2011 - 02/01/2021",https://registry.verra.org/mymodule/ProjectDoc/Project_ViewFile.asp?FileID=13465&IDKEY=l097809fdslkjf09rndasfufd098asodfjlkduf09nm23mrn87018568235,Revised_PDD_Beidaqiao_4254_clean.pdf,1037_revised_pdd_beidaqiao_4254_clean.pdf,14/03/2014,0,1037
Gansu,"Hydrochina Guazhou Wind Power Co., Ltd",Registered,316041,Energy industries (renewable/non-renewable sources),ACM0002,"LGAI Technological Center, S.A. (Applus+)",12/04/2013,"CREDITING PERIOD HAS EXPIRED, 03/01/2011 - 02/01/2021",https://registry.verra.org/mymodule/ProjectDoc/Project_ViewFile.asp?FileID=65629&IDKEY=mlksjoiuwqowrnoiuomnckjashoufifmln902309ksdflku098m90502391,VCS-Project-Description-Template-v4.1-VCS1037 Clean.pdf,1037_vcs-project-description-template-v4.1-vcs1037_clean.pdf,28/04/2022,825970,1037
Gansu,"Hydrochina Guazhou Wind Power Co., Ltd",Registered,316041,Energy industries (renewable/non-renewable sources),ACM0002,"LGAI Technological Center, S.A. (Applus+)",12/04/2013,"CREDITING PERIOD HAS EXPIRED, 03/01/2011 - 02/01/2021",https://registry.verra.org/mymodule/ProjectDoc/Project_ViewFile.asp?FileID=9910&IDKEY=lq934lkmsad39asjdkfj90qlkalsdkngaf98ulkandDfdvDdfh913665890,"VCS Registration Representation, Single Representor, v3.1.pdf","1037_vcs_registration_representation,_single_representor,_v3.1.pdf",12/04/2013,0,1037
Gansu,"Hydrochina Guazhou Wind Power Co., Ltd",Registered,316041,Energy industries (renewable/non-renewable sources),ACM0002,"LGAI Technological Center, S.A. (Applus+)",12/04/2013,"CREDITING PERIOD HAS EXPIRED, 03/01/2011 - 02/01/2021",https://registry.verra.org/mymodule/ProjectDoc/Project_ViewFile.asp?FileID=9914&IDKEY=m903q4jsafkasjfu90amnmasdfkaidflnmdf9348r09dmfasdf913671406,Macquarie_Hydrochina CDM Val_Rep- FVR.pdf,1037_macquarie_hydrochina_cdm_val_rep-_fvr.pdf,12/04/2013,0,1037
Gansu,"Hydrochina Guazhou Wind Power Co., Ltd",Registered,316041,Energy industries (renewable/non-renewable sources),ACM0002,"LGAI Technological Center, S.A. (Applus+)",12/04/2013,"CREDITING PERIOD HAS EXPIRED, 03/01/2011 - 02/01/2021",https://registry.verra.org/mymodule/ProjectDoc/Project_ViewFile.asp?FileID=65631&IDKEY=kq934lkmsad39asjdkfj90qlkalsdkngaf98ulkandDfdvDdfh990505149,VCS-Validation-Report-BeidaoqiaoClean.pdf,1037_vcs-validation-report-beidaoqiaoclean.pdf,28/04/2022,0,1037
Gansu,"Hydrochina Guazhou Wind Power Co., Ltd",Registered,316041,Energy industries (renewable/non-renewable sources),ACM0002,"LGAI Technological Center, S.A. (Applus+)",12/04/2013,"CREDITING PERIOD HAS EXPIRED, 03/01/2011 - 02/01/2021",https://registry.verra.org/mymodule/ProjectDoc/Project_ViewFile.asp?FileID=9544&IDKEY=miofj09234rm9oq4jndsma80vcalksdjf98cxkjaf90823nmq3j13161176,VCD7069_Validation DEED_Beidaqiao_4254.pdf,1037_vcd7069_validation_deed_beidaqiao_4254.pdf,19/03/2013,0,1037
Guizhou,"Guizhou Baiheng Fertiliser Co., Ltd",Registered,645768,Agriculture Forestry and Other Land Use,AR-ACM0003,"CTI Certification Co., Ltd.",04/06/2020,"1st, 01/01/2016 - 31/12/2044",https://registry.verra.org/mymodule/ProjectDoc/Project_ViewFile.asp?FileID=43571&IDKEY=F0e98hfalksuf098fnsdalfkjfoijmn4309JLKJFjlaksjfla9s60084409,PROJ_DESC_25OCT2019.pdf,2070_proj_desc_25oct2019.pdf,04/12/2019,1366629,2070
Mato Grosso do Sul,AGROBUSINESS FLORESTAS E PECUARIA LTDA,Registered,22797,Agriculture Forestry and Other Land Use,AR-ACM0003,RINA S.p.A (RINA),16/06/2020,"1st, 20/04/2015 - 19/04/2045",https://registry.verra.org/mymodule/ProjectDoc/Project_ViewFile.asp?FileID=47118&IDKEY=9q934lkmsad39asjdkfj90qlkalsdkngaf98ulkandDfdvDdfhk64975722,@ PD FNL  04-6-20.pdf,2079_@_pd_fnl__04-6-20.pdf,16/06/2020,18594593,2079
Mato Grosso do Sul,AGROBUSINESS FLORESTAS E PECUARIA LTDA,Registered,22797,Agriculture Forestry and Other Land Use,AR-ACM0003,RINA S.p.A (RINA),16/06/2020,"1st, 20/04/2015 - 19/04/2045",https://registry.verra.org/mymodule/ProjectDoc/Project_ViewFile.asp?FileID=29842&IDKEY=d903q4jsafkasjfu90amnmasdfkaidflnmdf9348r09dmfasdf941152118,Registration deed of representation.pdf,2079_registration_deed_of_representation.pdf,16/12/2019,0,2079
Mato Grosso do Sul,AGROBUSINESS FLORESTAS E PECUARIA LTDA,Registered,22797,Agriculture Forestry and Other Land Use,AR-ACM0003,RINA S.p.A (RINA),16/06/2020,"1st, 20/04/2015 - 19/04/2045",https://registry.verra.org/mymodule/ProjectDoc/Project_ViewFile.asp?FileID=46442&IDKEY=s0e98hfalksuf098fnsdalfkjfoijmn4309JLKJFjlaksjfla9F64043518,VCS-Registration-Representation-Single-Representor-v4.1.pdf,2079_vcs-registration-representation-single-representor-v4.1.pdf,16/04/2020,0,2079
Mato Grosso do Sul,AGROBUSINESS FLORESTAS E PECUARIA LTDA,Registered,22797,Agriculture Forestry and Other Land Use,AR-ACM0003,RINA S.p.A (RINA),16/06/2020,"1st, 20/04/2015 - 19/04/2045",https://registry.verra.org/mymodule/ProjectDoc/Project_ViewFile.asp?FileID=47119&IDKEY=m8723kjnf7kjandsaslmdv09887vaksmrmnwqkjoiuanfnfuq0s64977101,FVR_2019DGMD19_rev.1Aa_07042020-140420.pdf,2079_fvr_2019dgmd19_rev.1aa_07042020-140420.pdf,16/06/2020,0,2079
Mato Grosso do Sul,AGROBUSINESS FLORESTAS E PECUARIA LTDA,Registered,22797,Agriculture Forestry and Other Land Use,AR-ACM0003,RINA S.p.A (RINA),16/06/2020,"1st, 20/04/2015 - 19/04/2045",https://registry.verra.org/mymodule/ProjectDoc/Project_ViewFile.asp?FileID=47120&IDKEY=diofj09234rm9oq4jndsma80vcalksdjf98cxkjaf90823nmq3j64978480,VCS-Validation-Representation-v4.1_signed.pdf,2079_vcs-validation-representation-v4.1_signed.pdf,16/06/2020,0,2079
"Regions RM, V, VI, VII, VIII",Mikro-Tek Inc.,Registered,16864,Agriculture Forestry and Other Land Use,AR-ACM0003,Aster Global Environmental Solutions Inc.,06/04/2020,"1st, 01/06/2003 - 31/05/2043",https://registry.verra.org/mymodule/ProjectDoc/Project_ViewFile.asp?FileID=35251&IDKEY=998klasmf8jflkasf8098afnasfkj98f0a9sfsakjflsakjf8d848611129,PROJ_DESC_1055_19APR2013.pdf,1055_proj_desc_1055_19apr2013.pdf,03/05/2017,2568156,1055
"Regions RM, V, VI, VII, VIII",Mikro-Tek Inc.,Registered,16864,Agriculture Forestry and Other Land Use,AR-ACM0003,Aster Global Environmental Solutions Inc.,06/04/2020,"1st, 01/06/2003 - 31/05/2043",https://registry.verra.org/mymodule/ProjectDoc/Project_ViewFile.asp?FileID=35248&IDKEY=r8723kjnf7kjandsaslmdv09887vaksmrmnwqkjoiuanfnfuq0s48606992,PP_REG_REP_1055_15APR2013.pdf,1055_pp_reg_rep_1055_15apr2013.pdf,03/05/2017,0,1055
"Regions RM, V, VI, VII, VIII",Mikro-Tek Inc.,Registered,16864,Agriculture Forestry and Other Land Use,AR-ACM0003,Aster Global Environmental Solutions Inc.,06/04/2020,"1st, 01/06/2003 - 31/05/2043",https://registry.verra.org/mymodule/ProjectDoc/Project_ViewFile.asp?FileID=35252&IDKEY=0kjalskjf098234kj28098sfkjlf098098kl32lasjdflkj909848612508,VALID_REP_1055_23APR2013.pdf,1055_valid_rep_1055_23apr2013.pdf,03/05/2017,0,1055
"Regions RM, V, VI, VII, VIII",Mikro-Tek Inc.,Registered,16864,Agriculture Forestry and Other Land Use,AR-ACM0003,Aster Global Environmental Solutions Inc.,06/04/2020,"1st, 01/06/2003 - 31/05/2043",https://registry.verra.org/mymodule/ProjectDoc/Project_ViewFile.asp?FileID=35253&IDKEY=ulksjoiuwqowrnoiuomnckjashoufifmln902309ksdflku098j48613887,VALID_STA_1055_23APR2013.pdf,1055_valid_sta_1055_23apr2013.pdf,03/05/2017,0,1055
Pernambuco,Multiple Proponents,Verification approval requested,35588,Energy industries (renewable/non-renewable sources),AMS-I.E.,Earthood Services Private Limited,06/04/2020,"CREDITING PERIOD HAS EXPIRED, 01/01/2007 - 31/12/2016",https://registry.verra.org/mymodule/ProjectDoc/Project_ViewFile.asp?FileID=42165&IDKEY=slksjoiuwqowrnoiuomnckjashoufifmln902309ksdflku098h58145535,PROJ_DESC_33_17DEC2008.pdf,33_proj_desc_33_17dec2008.pdf,21/06/2018,664084,33
Pernambuco,Multiple Proponents,Verification approval requested,35588,Energy industries (renewable/non-renewable sources),AMS-I.E.,Earthood Services Private Limited,06/04/2020,"CREDITING PERIOD HAS EXPIRED, 01/01/2007 - 31/12/2016",https://registry.verra.org/mymodule/ProjectDoc/Project_ViewFile.asp?FileID=39136&IDKEY=s8723kjnf7kjandsaslmdv09887vaksmrmnwqkjoiuanfnfuq0n53968544,PPRR_for_Grandparenting.pdf,33_pprr_for_grandparenting.pdf,21/06/2018,0,33
Pernambuco,Multiple Proponents,Verification approval requested,35588,Energy industries (renewable/non-renewable sources),AMS-I.E.,Earthood Services Private Limited,06/04/2020,"CREDITING PERIOD HAS EXPIRED, 01/01/2007 - 31/12/2016",https://registry.verra.org/mymodule/ProjectDoc/Project_ViewFile.asp?FileID=42166&IDKEY=f097809fdslkjf09rndasfufd098asodfjlkduf09nm23mrn87958146914,VALID_REP_33_13JAN2009.pdf,33_valid_rep_33_13jan2009.pdf,21/06/2018,0,33
Pernambuco,Multiple Proponents,Verification approval requested,35588,Energy industries (renewable/non-renewable sources),AMS-I.E.,Earthood Services Private Limited,06/04/2020,"CREDITING PERIOD HAS EXPIRED, 01/01/2007 - 31/12/2016",https://registry.verra.org/mymodule/ProjectDoc/Project_ViewFile.asp?FileID=39135&IDKEY=dq934lkmsad39asjdkfj90qlkalsdkngaf98ulkandDfdvDdfhf53967165,VALID_STA_33_1APR2009.pdf,33_valid_sta_33_1apr2009.pdf,21/06/2018,0,33
Guizhou Province,"Guizhou Xinzhanxin Agricultural Technology Co., Ltd.",Withdrawn,708123,Agriculture Forestry and Other Land Use,AR-ACM0003,Tuev Nord Cert GmbH (Tuev Nord),03/08/2020,"1st, 01/01/2016 - 31/12/2044",https://registry.verra.org/mymodule/ProjectDoc/Project_ViewFile.asp?FileID=43336&IDKEY=s097809fdslkjf09rndasfufd098asodfjlkduf09nm23mrn87s59760344,PROJ_DESC_16DEC2019.pdf,2082_proj_desc_16dec2019.pdf,24/01/2020,0,2082
Guizhou Province,"Guizhou Xinzhanxin Agricultural Technology Co., Ltd.",Withdrawn,708123,Agriculture Forestry and Other Land Use,AR-ACM0003,Tuev Nord Cert GmbH (Tuev Nord),03/08/2020,"1st, 01/01/2016 - 31/12/2044",https://registry.verra.org/mymodule/ProjectDoc/Project_ViewFile.asp?FileID=43384&IDKEY=s8723kjnf7kjandsaslmdv09887vaksmrmnwqkjoiuanfnfuq0m59826536,PROJ_DESC_PL2082_25NOV2019.pdf,2082_proj_desc_pl2082_25nov2019.pdf,24/01/2020,0,2082
Guizhou Province,"Guizhou Xinzhanxin Agricultural Technology Co., Ltd.",Withdrawn,708123,Agriculture Forestry and Other Land Use,AR-ACM0003,Tuev Nord Cert GmbH (Tuev Nord),03/08/2020,"1st, 01/01/2016 - 31/12/2044",https://registry.verra.org/mymodule/ProjectDoc/Project_ViewFile.asp?FileID=46769&IDKEY=78723kjnf7kjandsaslmdv09887vaksmrmnwqkjoiuanfnfuq0964494451,VCS_PROJ_DESC_2082_14MAY2020.pdf,2082_vcs_proj_desc_2082_14may2020.pdf,14/05/2020,0,2082
Guizhou Province,"Guizhou Xinzhanxin Agricultural Technology Co., Ltd.",Withdrawn,708123,Agriculture Forestry and Other Land Use,AR-ACM0003,Tuev Nord Cert GmbH (Tuev Nord),03/08/2020,"1st, 01/01/2016 - 31/12/2044",https://registry.verra.org/mymodule/ProjectDoc/Project_ViewFile.asp?FileID=47640&IDKEY=lq934lkmsad39asjdkfj90qlkalsdkngaf98ulkandDfdvDdfh965695560,VCS_Qianbei_Afforestation_PD_070920.pdf,2082_vcs_qianbei_afforestation_pd_070920.pdf,27/07/2020,2146986,2082
Guizhou Province,"Guizhou Xinzhanxin Agricultural Technology Co., Ltd.",Withdrawn,708123,Agriculture Forestry and Other Land Use,AR-ACM0003,Tuev Nord Cert GmbH (Tuev Nord),03/08/2020,"1st, 01/01/2016 - 31/12/2044",https://registry.verra.org/mymodule/ProjectDoc/Project_ViewFile.asp?FileID=46772&IDKEY=n98klasmf8jflkasf8098afnasfkj98f0a9sfsakjflsakjf8df64498588,VCS_REG_REP_2082_14MAR2020.PDF,2082_vcs_reg_rep_2082_14mar2020.pdf,14/05/2020,0,2082
Guizhou Province,"Guizhou Xinzhanxin Agricultural Technology Co., Ltd.",Withdrawn,708123,Agriculture Forestry and Other Land Use,AR-ACM0003,Tuev Nord Cert GmbH (Tuev Nord),03/08/2020,"1st, 01/01/2016 - 31/12/2044",https://registry.verra.org/mymodule/ProjectDoc/Project_ViewFile.asp?FileID=47740&IDKEY=w8723kjnf7kjandsaslmdv09887vaksmrmnwqkjoiuanfnfuq0d65833460,VCS_REG_REP_2082_31JUl2020.PDF,2082_vcs_reg_rep_2082_31jul2020.pdf,03/08/2020,0,2082
Guizhou Province,"Guizhou Xinzhanxin Agricultural Technology Co., Ltd.",Withdrawn,708123,Agriculture Forestry and Other Land Use,AR-ACM0003,Tuev Nord Cert GmbH (Tuev Nord),03/08/2020,"1st, 01/01/2016 - 31/12/2044",https://registry.verra.org/mymodule/ProjectDoc/Project_ViewFile.asp?FileID=46770&IDKEY=ciofj09234rm9oq4jndsma80vcalksdjf98cxkjaf90823nmq3v64495830,VCS_VALID_REPORT_2082_14MAY2020.pdf,2082_vcs_valid_report_2082_14may2020.pdf,14/05/2020,0,2082
Guizhou Province,"Guizhou Xinzhanxin Agricultural Technology Co., Ltd.",Withdrawn,708123,Agriculture Forestry and Other Land Use,AR-ACM0003,Tuev Nord Cert GmbH (Tuev Nord),03/08/2020,"1st, 01/01/2016 - 31/12/2044",https://registry.verra.org/mymodule/ProjectDoc/Project_ViewFile.asp?FileID=47638&IDKEY=9lksjoiuwqowrnoiuomnckjashoufifmln902309ksdflku098o65692802,2020-07-09_VCS_FVR_Qianbei Afforestation VAL.pdf,2082_2020-07-09_vcs_fvr_qianbei_afforestation_val.pdf,27/07/2020,0,2082
Guizhou Province,"Guizhou Xinzhanxin Agricultural Technology Co., Ltd.",Withdrawn,708123,Agriculture Forestry and Other Land Use,AR-ACM0003,Tuev Nord Cert GmbH (Tuev Nord),03/08/2020,"1st, 01/01/2016 - 31/12/2044",https://registry.verra.org/mymodule/ProjectDoc/Project_ViewFile.asp?FileID=46771&IDKEY=d903q4jsafkasjfu90amnmasdfkaidflnmdf9348r09dmfasdff64497209,VCS_VALID_REPRESENTATION_2082_14MAY2020.pdf,2082_vcs_valid_representation_2082_14may2020.pdf,14/05/2020,0,2082
Guizhou Province,"Guizhou Xinzhanxin Agricultural Technology Co., Ltd.",Withdrawn,708123,Agriculture Forestry and Other Land Use,AR-ACM0003,Tuev Nord Cert GmbH (Tuev Nord),03/08/2020,"1st, 01/01/2016 - 31/12/2044",https://registry.verra.org/mymodule/ProjectDoc/Project_ViewFile.asp?FileID=47739&IDKEY=L0e98hfalksuf098fnsdalfkjfoijmn4309JLKJFjlaksjfla9065832081,VCS_VALID_REPRESENTATION_2082_30JUL2020.pdf,2082_vcs_valid_representation_2082_30jul2020.pdf,03/08/2020,0,2082
Guizhou province,"Guizhou Xinzhanxin Agricultural Technology Co., Ltd.",Withdrawn,336390,Agriculture Forestry and Other Land Use,AR-ACM0003,"CTI Certification Co., Ltd.",27/07/2020,"1st, 01/01/2016 - 31/12/2045",https://registry.verra.org/mymodule/ProjectDoc/Project_ViewFile.asp?FileID=29900&IDKEY=F0e98hfalksuf098fnsdalfkjfoijmn4309JLKJFjlaksjfla9s41232100,Liangdu Afforestation_PD_clean_20191211-Timing.docx,2083_liangdu_afforestation_pd_clean_20191211-timing.docx,19/12/2019,0,2083
Guizhou province,"Guizhou Xinzhanxin Agricultural Technology Co., Ltd.",Withdrawn,336390,Agriculture Forestry and Other Land Use,AR-ACM0003,"CTI Certification Co., Ltd.",27/07/2020,"1st, 01/01/2016 - 31/12/2045",https://registry.verra.org/mymodule/ProjectDoc/Project_ViewFile.asp?FileID=46741&IDKEY=k8723kjnf7kjandsaslmdv09887vaksmrmnwqkjoiuanfnfuq0f64455839,VCS_PROJ_DESC_2083_11MAY2020.pdf,2083_vcs_proj_desc_2083_11may2020.pdf,13/05/2020,0,2083
Guizhou province,"Guizhou Xinzhanxin Agricultural Technology Co., Ltd.",Withdrawn,336390,Agriculture Forestry and Other Land Use,AR-ACM0003,"CTI Certification Co., Ltd.",27/07/2020,"1st, 01/01/2016 - 31/12/2045",https://registry.verra.org/mymodule/ProjectDoc/Project_ViewFile.asp?FileID=47635&IDKEY=9903q4jsafkasjfu90amnmasdfkaidflnmdf9348r09dmfasdfs65688665,PD_2083_Liangdu_Afforestation_08JUL2020.pdf,2083_pd_2083_liangdu_afforestation_08jul2020.pdf,27/07/2020,2295869,2083
Guizhou province,"Guizhou Xinzhanxin Agricultural Technology Co., Ltd.",Withdrawn,336390,Agriculture Forestry and Other Land Use,AR-ACM0003,"CTI Certification Co., Ltd.",27/07/2020,"1st, 01/01/2016 - 31/12/2045",https://registry.verra.org/mymodule/ProjectDoc/Project_ViewFile.asp?FileID=46742&IDKEY=wiquwesdfmnk0iei23nnm435oiojnc909dsflk9809adlkmlkfk64457218,VCS_REG_REP_2083_11MAR2020.PDF,2083_vcs_reg_rep_2083_11mar2020.pdf,13/05/2020,0,2083
Guizhou province,"Guizhou Xinzhanxin Agricultural Technology Co., Ltd.",Withdrawn,336390,Agriculture Forestry and Other Land Use,AR-ACM0003,"CTI Certification Co., Ltd.",27/07/2020,"1st, 01/01/2016 - 31/12/2045",https://registry.verra.org/mymodule/ProjectDoc/Project_ViewFile.asp?FileID=46743&IDKEY=fiofj09234rm9oq4jndsma80vcalksdjf98cxkjaf90823nmq3n64458597,VCS_VALID_REPORT_2083_11MAY2020.pdf,2083_vcs_valid_report_2083_11may2020.pdf,13/05/2020,0,2083
Guizhou province,"Guizhou Xinzhanxin Agricultural Technology Co., Ltd.",Withdrawn,336390,Agriculture Forestry and Other Land Use,AR-ACM0003,"CTI Certification Co., Ltd.",27/07/2020,"1st, 01/01/2016 - 31/12/2045",https://registry.verra.org/mymodule/ProjectDoc/Project_ViewFile.asp?FileID=47633&IDKEY=liquwesdfmnk0iei23nnm435oiojnc909dsflk9809adlkmlkfe65685907,2020-07-08 VCS_FVR_Liangdu Afforestation VAL.pdf,2083_2020-07-08_vcs_fvr_liangdu_afforestation_val.pdf,27/07/2020,0,2083
Guizhou province,"Guizhou Xinzhanxin Agricultural Technology Co., Ltd.",Withdrawn,336390,Agriculture Forestry and Other Land Use,AR-ACM0003,"CTI Certification Co., Ltd.",27/07/2020,"1st, 01/01/2016 - 31/12/2045",https://registry.verra.org/mymodule/ProjectDoc/Project_ViewFile.asp?FileID=46744&IDKEY=0903q4jsafkasjfu90amnmasdfkaidflnmdf9348r09dmfasdfs64459976,VCS_VALID_REPRESENTATION_2083_11MAY2020.pdf,2083_vcs_valid_representation_2083_11may2020.pdf,13/05/2020,0,2083
PA,Bethlehem Authority,Registered,21770,Agriculture Forestry and Other Land Use,VM0003,"Rainforest Alliance, Inc. (Rainforest Alliance)",06/04/2020,"1st, 29/05/2012 - 28/05/2112",https://registry.verra.org/mymodule/ProjectDoc/Project_ViewFile.asp?FileID=45679&IDKEY=kq934lkmsad39asjdkfj90qlkalsdkngaf98ulkandDfdvDdfh362991341,PROJ_DESC_1060_18MAR2013.pdf,1060_proj_desc_1060_18mar2013.pdf,19/09/2016,6859856,1060
PA,Bethlehem Authority,Registered,21770,Agriculture Forestry and Other Land Use,VM0003,"Rainforest Alliance, Inc. (Rainforest Alliance)",06/04/2020,"1st, 29/05/2012 - 28/05/2112",https://registry.verra.org/mymodule/ProjectDoc/Project_ViewFile.asp?FileID=45680&IDKEY=kiquwesdfmnk0iei23nnm435oiojnc909dsflk9809adlkmlkf062992720,PP_REG_REP_1060_29APR2013.pdf,1060_pp_reg_rep_1060_29apr2013.pdf,19/09/2016,0,1060
