step,train_loss,train_mean_token_accuracy,valid_loss,valid_mean_token_accuracy,full_valid_loss,full_valid_mean_token_accuracy
1,2.234909772872925,0.7938144207000732,1.6255877618309404,0.7338129496402878,,
2,2.0511934757232666,0.7843137383460999,1.6569071972008906,0.7542087542087542,,
3,1.7042851448059082,0.8148148059844971,1.234274113249636,0.7994011976047904,,
4,1.9682984352111816,0.7692307829856873,1.5202054122870114,0.8064516129032258,,
5,1.7160143852233887,0.8157894611358643,1.364543628692627,0.7888888888888889,,
6,1.5257320404052734,0.8382353186607361,1.6755150008110946,0.7262357414448669,,
7,2.240109443664551,0.7765957713127136,1.3534106632207064,0.7885906040268457,,
8,2.1996889114379883,0.7804877758026123,1.3891640073723264,0.7638888888888888,,
9,2.285832405090332,0.773809552192688,1.3613176900287007,0.7868217054263565,,
10,1.8158478736877441,0.7857142686843872,0.9324297693781641,0.8414918414918415,,
11,1.7480852603912354,0.8190476298332214,1.1569138220798822,0.8117283950617284,,
12,1.5131981372833252,0.8585858345031738,0.9763961271806196,0.7954545454545454,,
13,0.9866942167282104,0.8655462265014648,1.0141325301312385,0.8085106382978723,,
14,0.9753719568252563,0.8761904835700989,1.0765450995738113,0.7716535433070866,,
15,1.0045090913772583,0.817307710647583,1.023959722274389,0.7884615384615384,,
16,0.7907325029373169,0.8888888955116272,1.114041488746117,0.7801724137931034,,
17,0.7032555341720581,0.875,1.273843286491116,0.728744939271255,,
18,0.6549382209777832,0.8842105269432068,0.9847313180504004,0.7759336099585062,,
19,0.45995664596557617,0.9238095283508301,0.7775936953423562,0.8142414860681114,,
20,0.49823087453842163,0.9083333611488342,0.7561512406552311,0.8122743682310469,,
21,0.8261712789535522,0.8709677457809448,0.8126496311812895,0.822742474916388,,
22,0.5893940329551697,0.90625,0.8844002882639567,0.8012820512820513,,
23,0.5558477640151978,0.8936170339584351,0.5031960088350652,0.9020771513353115,,
24,0.4854092001914978,0.9255319237709045,0.7066730571242998,0.8264150943396227,,
25,0.3995418846607208,0.9306930899620056,0.8095068997806973,0.8263888888888888,,
26,0.3433815836906433,0.9459459185600281,0.6538020822386078,0.8642384105960265,,
27,0.6320834755897522,0.8878504633903503,0.707881234228831,0.8228782287822878,,
28,0.46169066429138184,0.9029126167297363,0.7018288320796505,0.856687898089172,,
29,0.28646597266197205,0.9494949579238892,0.6560759499528939,0.8432601880877743,,
30,0.427797794342041,0.9387755393981934,0.776779509082283,0.8213058419243986,,
31,0.40753695368766785,0.9024389982223511,0.5554368636187386,0.8705882352941177,,
32,0.5042176842689514,0.9047619104385376,0.616858462313632,0.8438438438438438,,
33,0.2332065999507904,0.9589040875434875,0.5686712431353192,0.8633720930232558,,
34,0.2930472493171692,0.9489796161651611,0.5761678956013204,0.8495821727019499,,
35,0.34493187069892883,0.9399999976158142,0.5207291035637306,0.8785046728971962,,
36,0.5524330735206604,0.9120879173278809,0.6227813720703125,0.8407407407407408,,
37,0.19181717932224274,0.9772727489471436,0.45259025135978326,0.8918032786885246,,
38,0.19197925925254822,0.9545454382896423,0.5801915648561087,0.8416149068322981,,
39,0.21788814663887024,0.9495798349380493,0.5719927874478427,0.8760330578512396,,
40,0.20773974061012268,0.9417475461959839,0.5885397268801319,0.8542274052478134,,
41,0.21526139974594116,0.9523809552192688,0.5568711042404175,0.8607142857142858,,
42,0.31981515884399414,0.9343065619468689,0.44132155560432595,0.8687943262411347,,
43,0.28312334418296814,0.9322034120559692,0.5163703188800172,0.8590604026845637,,
44,0.22374184429645538,0.9411764740943909,0.5449048173838649,0.8551724137931035,,
45,0.27436357736587524,0.9009901285171509,0.5607606324282559,0.8545454545454545,,
46,0.3286454677581787,0.9529411792755127,0.49698882293701174,0.872,,
47,0.2841477692127228,0.9215686321258545,0.5737621975228058,0.8694362017804155,,
48,0.26419129967689514,0.9368420839309692,0.46100569858613155,0.8697068403908795,,
49,0.17503824830055237,0.95652174949646,0.612235400583837,0.8571428571428571,,
50,0.12795214354991913,0.9523809552192688,0.5532544624237787,0.8541666666666666,,
51,0.2124863564968109,0.9465649127960205,0.3816179479443052,0.8867924528301887,,
52,0.2350882589817047,0.954023003578186,0.547708424044327,0.8169014084507042,,
53,0.11817009747028351,0.971222996711731,0.501848267120065,0.8381877022653722,,
54,0.27676641941070557,0.9117646813392639,0.6942560109225187,0.7848484848484848,,
55,0.1722586452960968,0.961904764175415,0.3713608899993212,0.9103139013452914,,
56,0.25347480177879333,0.924369752407074,0.4967568062788603,0.8841059602649006,,
57,0.1869814097881317,0.9389312863349915,0.4399352466760998,0.8888888888888888,,
58,0.19039325416088104,0.9537037014961243,0.3604816214859981,0.8864265927977839,,
59,0.07475282996892929,0.9651162624359131,0.4784090594968934,0.8840579710144928,,
60,0.12793637812137604,0.9553571343421936,0.3089751657449974,0.9245283018867925,,
61,0.21345221996307373,0.949999988079071,0.35349248027243807,0.8918128654970761,,
62,0.16866366565227509,0.9491525292396545,0.42914621669090597,0.8742331288343558,,
63,0.09094630181789398,0.9569892287254333,0.3009619215120771,0.9259259259259259,,
64,0.3113601803779602,0.9428571462631226,0.43623773285019946,0.8763250883392226,,
65,0.23368771374225616,0.9333333373069763,0.39618711471557616,0.8766666666666667,,
66,0.18645533919334412,0.9262295365333557,0.5497788819582653,0.8481012658227848,,
67,0.2537381947040558,0.931034505367279,0.3954924096513731,0.879154078549849,,
68,0.07563094794750214,0.9882352948188782,0.4523185533834687,0.8829787234042553,,
69,0.2869052290916443,0.9278350472450256,0.4170448892068543,0.8959731543624161,,
70,0.09602882713079453,0.9479166865348816,0.4835849849271103,0.8591549295774648,,
71,0.1279088407754898,0.9642857313156128,0.44911945109464685,0.9020408163265307,,
72,0.10071384161710739,0.9711538553237915,0.5546289148001835,0.8620689655172413,,
73,0.15394966304302216,0.936170220375061,0.5318321448106033,0.8461538461538461,,
74,0.2521251142024994,0.9272727370262146,0.34963223570018404,0.899135446685879,,
75,0.15124107897281647,0.9484536051750183,0.3757166181291853,0.8793650793650793,,
76,0.08926698565483093,0.9714285731315613,0.44849032536149025,0.859375,,
77,0.19686751067638397,0.95652174949646,0.4711634200296284,0.8600823045267489,,
78,0.027553966268897057,1,0.4215227412757369,0.8942731277533039,,
79,0.07463639974594116,0.9569892287254333,0.5377184301084471,0.8505338078291815,,
80,0.14289577305316925,0.9537037014961243,0.3635011212579135,0.8689655172413793,,
81,0.24779726564884186,0.9347826242446899,0.4890432035116325,0.868421052631579,,
82,0.10875458270311356,0.969072163105011,0.4859102644195063,0.8705501618122977,,
83,0.1713024526834488,0.9583333134651184,0.49035003306987407,0.8858858858858859,,
84,0.12583623826503754,0.9523809552192688,0.3801462139402117,0.9047619047619048,,
85,0.10975684225559235,0.9814814925193787,0.38209030683650524,0.8930232558139535,,
86,0.1728443056344986,0.9569892287254333,0.3690123439820345,0.9008264462809917,,
87,0.08826642483472824,0.9626168012619019,0.4699873564673252,0.8524590163934426,,
88,0.07118740677833557,0.9809523820877075,0.3462197774041126,0.8925619834710744,,
89,0.03591354563832283,1,0.5290769554933525,0.8687258687258688,,
90,0.1324649155139923,0.9652174115180969,0.3454138427972794,0.903125,,
91,0.19290541112422943,0.9253731369972229,0.6121267174645294,0.8633093525179856,,
92,0.1437346190214157,0.9626168012619019,0.503505916130252,0.8577235772357723,,
93,0.15712857246398926,0.9693877696990967,0.30105221555346534,0.9017857142857143,,
94,0.13681688904762268,0.9396551847457886,0.379427778208914,0.8957055214723927,,
95,0.1552087515592575,0.9482758641242981,0.49875833225899,0.8435374149659864,,
96,0.27307677268981934,0.9272727370262146,0.40205914732338727,0.894927536231884,,
97,0.1430586576461792,0.9743589758872986,0.3457449566234242,0.90625,,
98,0.2108081728219986,0.9629629850387573,0.45815268965328443,0.8764705882352941,,
99,0.07503481954336166,0.9732142686843872,0.5082565756405101,0.8470588235294118,,
100,0.1241573691368103,0.9504950642585754,0.3116736448448123,0.9122137404580153,,
101,0.13048776984214783,0.9599999785423279,0.3495918285997608,0.9050632911392406,,
102,0.0658835619688034,0.9811320900917053,0.628511474609375,0.832,,
103,0.027326466515660286,0.9896907210350037,0.2236067067021909,0.9507246376811594,,
104,0.10677100718021393,0.9684210419654846,0.36256064081484557,0.8926380368098159,,
105,0.135133296251297,0.9602649211883545,0.4403245863086449,0.8802395209580839,,
106,0.16760414838790894,0.954954981803894,0.3598320682843526,0.9097222222222222,,
107,0.1280822902917862,0.9519230723381042,0.22916149139404296,0.9342857142857143,,
108,0.13838231563568115,0.9684210419654846,0.32267037095694706,0.906896551724138,,
109,0.16729134321212769,0.9484536051750183,0.49157307389077176,0.8820224719101124,,
110,0.135942280292511,0.9473684430122375,0.39394894822851406,0.8896103896103896,,
111,0.16894309222698212,0.9572649598121643,0.3291892631381166,0.9019607843137255,,
112,0.16138418018817902,0.9603960514068604,0.3976305623849233,0.8888888888888888,,
113,0.05521377921104431,0.9765625,0.5352606273197628,0.8426573426573427,,
114,0.13977175951004028,0.9696969985961914,0.43917970349711755,0.864516129032258,,
115,0.13732603192329407,0.9659090638160706,0.28148865937394557,0.9169435215946844,,
116,0.10499561578035355,0.9785714149475098,0.2986905444320755,0.9104477611940298,,
117,0.1785208135843277,0.9215686321258545,0.5412262002904932,0.8321678321678322,,
118,0.12892557680606842,0.9576271176338196,0.36077252277353195,0.8977900552486188,,
119,0.13143576681613922,0.945652186870575,0.4080347534297973,0.8604651162790697,,
120,0.08045724034309387,0.9708737730979919,0.3550000378960057,0.8585526315789473,,
121,0.10104421526193619,0.9579831957817078,0.3470997788389707,0.9262672811059908,,
122,0.2504812777042389,0.9032257795333862,0.403951785043149,0.9032258064516129,,
123,0.07680697739124298,0.976190447807312,0.5257015323957871,0.8361204013377926,,
124,0.17552588880062103,0.9166666865348816,0.5370231734381782,0.8506944444444444,,
125,0.16704805195331573,0.9292035102844238,0.39902767284896024,0.9147286821705426,,
126,0.10853730887174606,0.9523809552192688,0.29640666364480894,0.9041533546325878,,
127,0.15057794749736786,0.9340659379959106,0.30215384743430396,0.932806324110672,,
128,0.24555011093616486,0.9213483333587646,0.29121109634909587,0.9361702127659575,,
129,0.20910923182964325,0.9520547986030579,0.33407904738086763,0.9124293785310734,,
130,0.09562996029853821,0.9593495726585388,0.314370938709804,0.8964285714285715,,
131,0.18685667216777802,0.9385964870452881,0.46615933517401364,0.8709677419354839,,
132,0.07593559473752975,0.9722222089767456,0.4167849874904013,0.8717948717948718,,
133,0.11422993987798691,0.9622641801834106,0.5088326534982455,0.8610169491525423,,
134,0.13353203237056732,0.963302731513977,0.41967769304911295,0.88,,
135,0.12677399814128876,0.9722222089767456,0.4212908364067513,0.8745247148288974,,
136,0.09082051366567612,0.9680851101875305,0.47072481799435306,0.8474025974025974,,
137,0.12730877101421356,0.9732142686843872,0.5131561930586652,0.8432055749128919,,
138,0.12145838886499405,0.9621211886405945,0.39005014990682657,0.884180790960452,,
139,0.1698400378227234,0.9528301954269409,0.35395601293542883,0.9047619047619048,,
140,0.16920146346092224,0.9750000238418579,0.6184941516419635,0.8378378378378378,,
141,0.04579757899045944,0.9890109896659851,0.616912911408139,0.8029197080291971,,
142,0.050018612295389175,0.9814814925193787,0.33763757488071516,0.912751677852349,,
143,0.2281378209590912,0.9191918969154358,0.3546634724265651,0.9078947368421053,,
144,0.051178354769945145,1,0.45272721650399567,0.8754578754578755,,
145,0.07401899993419647,0.95652174949646,0.3736337048666818,0.8821428571428571,,
146,0.023010335862636566,0.9892473220825195,0.4212602587813505,0.8664259927797834,,
147,0.10893509536981583,0.9677419066429138,0.5579643319377969,0.8534798534798534,,
148,0.06571029126644135,0.978723406791687,0.37522682390714945,0.9135338345864662,,
149,0.11945071816444397,0.9473684430122375,0.4615071090226321,0.8556701030927835,,
150,0.20341333746910095,0.9308176040649414,0.3976475300233057,0.843558282208589,,
151,0.12341371178627014,0.9591836929321289,0.6762969483362946,0.8149779735682819,,
152,0.10713731497526169,0.9724770784378052,0.5631359778214831,0.8501742160278746,,
153,0.09338430315256119,0.9663865566253662,0.4714321568608284,0.8671875,,
154,0.15043969452381134,0.9550561904907227,0.48687113920847574,0.825,,
155,0.08052978664636612,0.9702970385551453,0.6484024067789005,0.794425087108014,,
156,0.12131611257791519,0.9523809552192688,0.4865402631311609,0.8523489932885906,,
157,0.046725787222385406,0.9834710955619812,0.47239348414568494,0.8643533123028391,,
158,0.05346506088972092,0.9850746393203735,0.42980155490693595,0.8877551020408163,,
159,0.25257498025894165,0.9157894849777222,0.43682559456412245,0.8740157480314961,,
160,0.18095894157886505,0.9230769276618958,0.6517543864160887,0.7940074906367042,,
161,0.11270472407341003,0.954023003578186,0.3828919486216436,0.8973607038123167,,
162,0.05988674610853195,0.9836065769195557,0.5497393414257018,0.8333333333333334,,
163,0.07598835229873657,0.9816513657569885,0.38341115900383144,0.89272030651341,,
164,0.0346321277320385,0.9909090995788574,0.39719614158313177,0.9015317286652079,,
165,0.09770719707012177,0.954023003578186,0.4142517175460397,0.8977556109725686,,
166,0.22142651677131653,0.9473684430122375,0.4212432095384973,0.8582677165354331,,
167,0.06681861728429794,0.9666666388511658,0.37060448077085206,0.8705035971223022,,
168,0.15216225385665894,0.9491525292396545,0.5049784460733103,0.872093023255814,,
169,0.14248590171337128,0.9537037014961243,0.43830127212474057,0.8514851485148515,,
170,0.10934796929359436,0.9677419066429138,0.49135861096081435,0.8603603603603603,,
171,0.24314133822917938,0.9266055226325989,0.689580909994118,0.8108108108108109,,
172,0.08830970525741577,0.9561403393745422,0.5036350233942015,0.8504273504273504,,
173,0.05649309605360031,0.9795918464660645,0.381739866768716,0.8967551622418879,,
174,0.032285306602716446,0.9908257126808167,0.5016954661322184,0.8631178707224335,,
175,0.10518181324005127,0.9805825352668762,0.4574829715793416,0.8576271186440678,,
176,0.028189709410071373,1,0.4527010306333884,0.8461538461538461,,
177,0.2538009583950043,0.9230769276618958,0.4096453705726311,0.8976608187134503,,
178,0.3441867530345917,0.9405940771102905,0.41439009232954543,0.8618181818181818,,
179,0.14715181291103363,0.963302731513977,0.5906504864315335,0.8633093525179856,,
180,0.19096490740776062,0.9655172228813171,0.34245163064585266,0.9108910891089109,,
181,0.1168641448020935,0.9591836929321289,0.5152479333392644,0.8440677966101695,,
182,0.1642388552427292,0.938144326210022,0.4179457352485186,0.9012345679012346,,
183,0.2464582473039627,0.9591836929321289,0.4520719884588644,0.8719723183391004,,
184,0.15986192226409912,0.9672130942344666,0.473823766914203,0.8705035971223022,,
185,0.03088931180536747,0.9904761910438538,0.3200473016871637,0.9194139194139194,,
186,0.3806506395339966,0.9175257682800293,0.5156633853912354,0.8333333333333334,,
187,0.11261969059705734,0.9595959782600403,0.3521604509238737,0.9066265060240963,,
188,0.10244801640510559,0.963302731513977,0.39663594371669897,0.8983516483516484,,
189,0.06911315768957138,0.9834710955619812,0.35718385000077507,0.9015873015873016,,
190,0.07285182923078537,0.9680851101875305,0.439361597457022,0.8716981132075472,,
191,0.10780516266822815,0.9527559280395508,0.3751970291137695,0.8941176470588236,,
192,0.11085768043994904,0.9680851101875305,0.38934076198538825,0.8907849829351536,,
193,0.12406592071056366,0.9754098653793335,0.42927129116745205,0.9085872576177285,,
194,0.08190171420574188,0.9797297120094299,0.48845499615336574,0.8633720930232558,,
195,0.07850351184606552,0.9795918464660645,0.44303900173732214,0.85,,
196,0.11556049436330795,0.9363636374473572,0.30896383052249604,0.9172661870503597,,
197,0.16687609255313873,0.9426229596138,0.5303897567795403,0.8571428571428571,,
198,0.05084003135561943,0.9893617033958435,0.4398131464781026,0.8814229249011858,,
199,0.12147896736860275,0.9646017551422119,0.3358301344748849,0.8879668049792531,,
200,0.08967910706996918,0.9541284441947937,0.3577207473130917,0.8921933085501859,,
201,0.1296275109052658,0.9431818127632141,0.3837427685135289,0.881578947368421,,
202,0.12155444920063019,0.970588207244873,0.3690423903727609,0.912621359223301,,
203,0.14000967144966125,0.94017094373703,0.5234327982342433,0.8476190476190476,,
204,0.2491222769021988,0.9333333373069763,0.48575683615424414,0.8551136363636364,,
205,0.15856951475143433,0.9278350472450256,0.3117772332553206,0.8896551724137931,,
206,0.10288560390472412,0.9716981053352356,0.45280651962547974,0.8421052631578947,,
207,0.16793417930603027,0.9333333373069763,0.47917307927058295,0.8492307692307692,,
208,0.18483051657676697,0.9473684430122375,0.5673187303100208,0.8018575851393189,,
209,0.23228853940963745,0.9537037014961243,0.31254861207134954,0.9203539823008849,,
